,r2,r13,1
,r2,r25,1
,r2,r48,1
,r2,r57,1
,r2,r61,1
,r13,r25,1
,r13,r48,1
,r13,r57,1
,r13,r61,1
,r25,r48,1
,r25,r57,1
,r25,r61,1
,r48,r57,1
,r48,r61,1
,r57,r61,1
,r5,r28,1
,r5,r51,1
,r5,r54,1
,r5,r82,1
,r5,r91,1
,r28,r51,1
,r28,r54,1
,r28,r82,1
,r28,r91,1
,r51,r54,1
,r51,r82,1
,r51,r91,1
,r54,r82,1
,r54,r91,1
,r82,r91,1
,r8,r26,1
,r8,r29,1
,r8,r65,1
,r8,r67,1
,r8,r97,1
,r26,r29,1
,r26,r65,1
,r26,r67,1
,r26,r97,1
,r29,r65,1
,r29,r67,1
,r29,r97,1
,r65,r67,1
,r65,r97,1
,r67,r97,1
,r1,r7,1
,r1,r30,1
,r1,r43,1
,r1,r55,1
,r1,r95,1
,r7,r30,1
,r7,r43,1
,r7,r55,1
,r7,r95,1
,r30,r43,1
,r30,r55,1
,r30,r95,1
,r43,r55,1
,r43,r95,1
,r55,r95,1
,r6,r10,1
,r6,r22,1
,r6,r38,1
,r6,r63,1
,r6,r83,1
,r10,r22,1
,r10,r38,1
,r10,r63,1
,r10,r83,1
,r22,r38,1
,r22,r63,1
,r22,r83,1
,r38,r63,1
,r38,r83,1
,r63,r83,1
,r4,r32,1
,r4,r59,1
,r4,r64,1
,r4,r75,1
,r4,r81,1
,r32,r59,1
,r32,r64,1
,r32,r75,1
,r32,r81,1
,r59,r64,1
,r59,r75,1
,r59,r81,1
,r64,r75,1
,r64,r81,1
,r75,r81,1
,r11,r16,1
,r11,r21,1
,r11,r53,1
,r11,r69,1
,r11,r86,1
,r16,r21,1
,r16,r53,1
,r16,r69,1
,r16,r86,1
,r21,r53,1
,r21,r69,1
,r21,r86,1
,r53,r69,1
,r53,r86,1
,r69,r86,1
,r17,r18,1
,r17,r36,1
,r17,r62,1
,r17,r70,1
,r17,r85,1
,r18,r36,1
,r18,r62,1
,r18,r70,1
,r18,r85,1
,r36,r62,1
,r36,r70,1
,r36,r85,1
,r62,r70,1
,r62,r85,1
,r70,r85,1
,r0,r3,1
,r0,r23,1
,r0,r24,1
,r0,r56,1
,r0,r90,1
,r3,r23,1
,r3,r24,1
,r3,r56,1
,r3,r90,1
,r23,r24,1
,r23,r56,1
,r23,r90,1
,r24,r56,1
,r24,r90,1
,r56,r90,1
,r33,r37,1
,r33,r49,1
,r33,r78,1
,r33,r88,1
,r33,r99,1
,r37,r49,1
,r37,r78,1
,r37,r88,1
,r37,r99,1
,r49,r78,1
,r49,r88,1
,r49,r99,1
,r78,r88,1
,r78,r99,1
,r88,r99,1
,r27,r34,1
,r27,r41,1
,r27,r50,1
,r27,r66,1
,r27,r89,1
,r34,r41,1
,r34,r50,1
,r34,r66,1
,r34,r89,1
,r41,r50,1
,r41,r66,1
,r41,r89,1
,r50,r66,1
,r50,r89,1
,r66,r89,1
,r14,r35,1
,r14,r45,1
,r14,r72,1
,r14,r92,1
,r14,r96,1
,r35,r45,1
,r35,r72,1
,r35,r92,1
,r35,r96,1
,r45,r72,1
,r45,r92,1
,r45,r96,1
,r72,r92,1
,r72,r96,1
,r92,r96,1
,r39,r40,1
,r39,r42,1
,r39,r47,1
,r39,r73,1
,r39,r93,1
,r40,r42,1
,r40,r47,1
,r40,r73,1
,r40,r93,1
,r42,r47,1
,r42,r73,1
,r42,r93,1
,r47,r73,1
,r47,r93,1
,r73,r93,1
,r9,r15,1
,r9,r20,1
,r9,r31,1
,r9,r52,1
,r9,r87,1
,r15,r20,1
,r15,r31,1
,r15,r52,1
,r15,r87,1
,r20,r31,1
,r20,r52,1
,r20,r87,1
,r31,r52,1
,r31,r87,1
,r52,r87,1
,r19,r58,1
,r19,r71,1
,r19,r77,1
,r19,r84,1
,r19,r94,1
,r58,r71,1
,r58,r77,1
,r58,r84,1
,r58,r94,1
,r71,r77,1
,r71,r84,1
,r71,r94,1
,r77,r84,1
,r77,r94,1
,r84,r94,1
,r44,r68,1
,r44,r76,1
,r44,r79,1
,r44,r80,1
,r44,r98,1
,r68,r76,1
,r68,r79,1
,r68,r80,1
,r68,r98,1
,r76,r79,1
,r76,r80,1
,r76,r98,1
,r79,r80,1
,r79,r98,1
,r80,r98,1
,r14,r24,1
,r14,r36,1
,r14,r55,1
,r14,r56,1
,r14,r74,1
,r24,r36,1
,r24,r55,1
,r24,r56,1
,r24,r74,1
,r36,r55,1
,r36,r56,1
,r36,r74,1
,r55,r56,1
,r55,r74,1
,r56,r74,1
,r8,r17,1
,r8,r25,1
,r8,r28,1
,r8,r33,1
,r8,r77,1
,r17,r25,1
,r17,r28,1
,r17,r33,1
,r17,r77,1
,r25,r28,1
,r25,r33,1
,r25,r77,1
,r28,r33,1
,r28,r77,1
,r33,r77,1
,r7,r31,1
,r7,r51,1
,r7,r54,1
,r7,r58,1
,r7,r86,1
,r31,r51,1
,r31,r54,1
,r31,r58,1
,r31,r86,1
,r51,r54,1
,r51,r58,1
,r51,r86,1
,r54,r58,1
,r54,r86,1
,r58,r86,1
,r18,r39,1
,r18,r63,1
,r18,r64,1
,r18,r83,1
,r18,r98,1
,r39,r63,1
,r39,r64,1
,r39,r83,1
,r39,r98,1
,r63,r64,1
,r63,r83,1
,r63,r98,1
,r64,r83,1
,r64,r98,1
,r83,r98,1
,r34,r37,1
,r34,r48,1
,r34,r59,1
,r34,r60,1
,r34,r68,1
,r37,r48,1
,r37,r59,1
,r37,r60,1
,r37,r68,1
,r48,r59,1
,r48,r60,1
,r48,r68,1
,r59,r60,1
,r59,r68,1
,r60,r68,1
,r3,r19,1
,r3,r27,1
,r3,r46,1
,r3,r67,1
,r3,r87,1
,r19,r27,1
,r19,r46,1
,r19,r67,1
,r19,r87,1
,r27,r46,1
,r27,r67,1
,r27,r87,1
,r46,r67,1
,r46,r87,1
,r67,r87,1
,r13,r49,1
,r13,r75,1
,r13,r79,1
,r13,r94,1
